genero;pais;origen_capital;puesto;funcion;anios_empresa;sueldo_bruto;sueldo_dolar;satisfaccion;busqueda;anio
Mujer cis;Argentina;Nacional;Analista;Compensaciones y beneficios;0;103000;967.4995303400339;3;Sí, activamente;2021
Hombre cis;Argentina;Nacional;Analista;Administración de Personal;9;100000;939.3199323689649;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Jefe;Generalista;4;132000;1239.9023107270336;1;Sí, activamente;2021
Hombre cis;Argentina;Multinacional;Responsable;Administración de Personal;7;178000;1671.9894796167575;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Administrativo;Relaciones laborales;0;40000;375.72797294758595;NA;NA;2021
Mujer cis;Argentina;Nacional;HRBP;Generalista;4;65000;610.5579560398272;3;Sí, activamente;2021
Hombre cis;Argentina;Nacional;Responsable;Reclutamiento;2;122000;1145.9703174901372;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Analista;Generalista;3;85000;798.4219425136201;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;Administrativo;Payroll;0;71000;666.917151981965;1;Sí, activamente;2021
Mujer cis;Argentina;Nacional;Analista;Reclutamiento;1;60000;563.591959421379;4;No estoy buscando cambiar;2021
Mujer cis;Argentina;Multinacional;Analista;Compensaciones y beneficios;2;119000;1117.7907195190683;NA;NA;2021
Mujer cis;Argentina;Nacional;Gerente;Diseño Organizacional;2;250000;2348.299830922412;5;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Gerente;Generalista;6;264000;2479.8046214540673;3;Sí, activamente;2021
Mujer cis;Argentina;Multinacional;Gerente;Reclutamiento;2;380000;3569.415743002067;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Gerente;Generalista;11;360000;3381.551756528274;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Analista;Payroll;0;110000;1033.2519256058615;NA;NA;2021
Hombre cis;Argentina;Nacional;Jefe;Capacitación y Desarrollo;10;210000;1972.5718579748263;4;Sí, activamente;2021
Hombre cis;Argentina;Nacional;Analista;Administración de Personal;1;94600;888.5966560210409;2;Sí, activamente;2021
Mujer cis;Argentina;Multinacional;Responsable;Reclutamiento;2;100000;939.3199323689649;3;Sí, activamente;2021
Mujer cis;Argentina;Multinacional;Responsable;Reclutamiento;0;195000;1831.6738681194815;NA;NA;2021
Mujer cis;Argentina;Nacional;Gerente;Generalista;3;200000;1878.6398647379299;NA;NA;2021
Mujer cis;Argentina;Nacional;Responsable;Generalista;5;220000;2066.503851211723;2;Sí, activamente;2021
Mujer cis;Argentina;Multinacional;Analista;Administración de Personal;3;200000;1878.6398647379299;NA;NA;2021
Mujer cis;Argentina;Multinacional;Jefe;Compensaciones y beneficios;7;330000;3099.7557768175843;NA;NA;2021
Hombre cis;Argentina;Multinacional;Analista;Control de Gestión;1;101120;949.8403156114973;4;No estoy buscando cambiar;2021
Hombre cis;Argentina;Nacional;Jefe;Generalista;3;190000;1784.7078715010334;3;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Multinacional;Jefe;Reclutamiento;1;290000;2724.0278038699985;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;HRBP;Generalista;3;250000;2348.299830922412;4;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Nacional;Analista;Generalista;0;170000;1596.8438850272403;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Responsable;Generalista;3;150000;1408.9798985534474;3;Sí, activamente;2021
Mujer cis;Argentina;Multinacional;Analista;Capacitación y Desarrollo;4;101000;948.7131316926545;4;Sí, activamente;2021
Mujer cis;Argentina;Nacional;Analista;Reclutamiento;0;132500;1244.5989103888785;5;No estoy buscando cambiar;2021
Mujer cis;Argentina;Multinacional;Analista;Reclutamiento;0;80000;751.4559458951719;5;No estoy buscando cambiar;2021
Mujer cis;Argentina;Multinacional;Analista;Administración de Personal;0;75000;704.4899492767237;2;Sí, activamente;2021
Mujer cis;Argentina;Multinacional;Gerente;Reclutamiento;2;250000;2348.299830922412;3;No estoy buscando cambiar;2021
Hombre cis;Argentina;Multinacional;Analista;Generalista;2;120000;1127.183918842758;3;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Multinacional;Responsable;Relaciones laborales;3;180000;1690.775878264137;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;HRBP;Generalista;0;150000;1408.9798985534474;5;No estoy buscando cambiar;2021
Mujer cis;Argentina;Nacional;Analista;Generalista;4;113000;1061.4315235769304;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;Responsable;Diseño Organizacional;0;354000;3325.1925605861356;5;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Analista;Generalista;6;130000;1221.1159120796544;3;No estoy buscando cambiar;2021
Mujer cis;Argentina;Nacional;Analista;Generalista;0;80000;751.4559458951719;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Responsable;Generalista;2;95000;892.3539357505167;1;Sí, activamente;2021
Mujer cis;Argentina;Nacional;Gerente;Generalista;4;283000;2658.275408604171;3;Sí, activamente;2021
Mujer cis;Argentina;Multinacional;Responsable;Reclutamiento;10;165000;1549.8778884087922;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Analista;Reclutamiento;7;87000;817.2083411609995;5;No estoy buscando cambiar;2021
Mujer cis;Argentina;Nacional;HRBP;Capacitación y Desarrollo;0;150000;1408.9798985534474;2;Sí, activamente;2021
Mujer cis;Argentina;Nacional;Analista;Generalista;0;116430;1093.650197257186;3;Sí, activamente;2021
Mujer cis;Argentina;Nacional;Analista;Generalista;4;99000;929.9267330452752;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Analista;Comunicación Interna;5;90000;845.3879391320685;3;Sí, activamente;2021
Hombre cis;Argentina;Nacional;Administrativo;Administración de Personal;0;70000;657.5239526582754;5;No estoy buscando cambiar;2021
Mujer cis;Argentina;Multinacional;Analista;Reclutamiento;1;69000;648.1307533345858;5;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;Gerente;Generalista;1;400000;3757.2797294758598;NA;NA;2021
Mujer cis;Argentina;Nacional;Administrativo;Administración de Personal;0;71100;667.8564719143341;NA;NA;2021
Mujer cis;Argentina;Multinacional;Jefe;Generalista;2;300036;2818.2979522825476;5;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Nacional;Analista;Generalista;1;81900;769.3030246101823;3;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Nacional;Jefe;People Analytics;10;307000;2883.7121923727223;3;Sí, activamente;2021
Hombre cis;Argentina;Multinacional;Analista;Compensaciones y beneficios;0;70000;657.5239526582754;NA;NA;2021
Mujer cis;Argentina;Nacional;HRBP;Generalista;10;160000;1502.9118917903438;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;HRBP;Generalista;2;204000;1916.2126620326885;5;No estoy buscando cambiar;2021
Mujer cis;Argentina;Nacional;HRBP;Generalista;0;105000;986.2859289874132;5;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Analista;Payroll;19;142000;1333.83430396393;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Responsable;Generalista;2;105000;986.2859289874132;4;No estoy buscando cambiar;2021
Mujer cis;Argentina;Nacional;Gerente;Generalista;0;165000;1549.8778884087922;4;No estoy buscando cambiar;2021
Hombre cis;Argentina;Nacional;Analista;Payroll;7;195000;1831.6738681194815;3;Sí, activamente;2021
Mujer cis;Argentina;Nacional;Analista;Payroll;0;130000;1221.1159120796544;5;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Nacional;Analista;Reclutamiento;2;97500;915.8369340597408;4;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Multinacional;Analista;Relaciones laborales;0;183000;1718.9554762352059;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;Analista;Clima & Cultura;2;150000;1408.9798985534474;5;No estoy buscando cambiar;2021
Mujer cis;Argentina;Multinacional;HRBP;Generalista;4;96000;901.7471350742063;2;Sí, activamente;2021
Mujer cis;Argentina;Nacional;Analista;Generalista;1;93000;873.5675371031374;3;Sí, activamente;2021
Mujer cis;Argentina;Nacional;Responsable;Generalista;5;160000;1502.9118917903438;4;No estoy buscando cambiar;2021
Mujer cis;Argentina;Multinacional;Analista;Reclutamiento;0;95810;899.9624272027053;2;Sí, activamente;2021
Mujer cis;Argentina;Multinacional;Analista;Comunicación Interna;0;130000;1221.1159120796544;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Responsable;Generalista;6;90000;845.3879391320685;NA;NA;2021
Mujer cis;Argentina;Nacional;Analista;Reclutamiento;0;40000;375.72797294758595;4;No estoy buscando cambiar;2021
Mujer cis;Argentina;Multinacional;Analista;Reclutamiento;0;200000;1878.6398647379299;4;No estoy buscando cambiar;2021
Mujer cis;Argentina;Nacional;Gerente;People Analytics;6;300000;2817.9597971068947;NA;NA;2021
Mujer cis;Argentina;Multinacional;Analista;Reclutamiento;0;80000;751.4559458951719;5;No estoy buscando cambiar;2021
Mujer cis;Argentina;Multinacional;Analista;Capacitación y Desarrollo;3;117000;1099.004320871689;NA;NA;2021
Mujer cis;Argentina;Multinacional;Jefe;Capacitación y Desarrollo;10;210000;1972.5718579748263;3;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Nacional;Analista;Generalista;5;108000;1014.4655269584821;3;Sí, activamente;2021
Mujer cis;Argentina;Multinacional;Analista;Reclutamiento;0;85000;798.4219425136201;5;No estoy buscando cambiar;2021
Hombre cis;Argentina;Multinacional;HRBP;Generalista;3;205000;1925.605861356378;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;Analista;Payroll;3;124000;1164.7567161375166;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Gerente;Generalista;0;450000;4226.939695660342;2;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Analista;Reclutamiento;0;70000;657.5239526582754;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;Analista;Generalista;0;94500;887.6573360886719;NA;NA;2021
Hombre cis;Argentina;Multinacional;Analista;Generalista;6;71000;666.917151981965;1;Sí, activamente;2021
Mujer cis;Argentina;Multinacional;Analista;Generalista;0;86100;808.7544617696788;NA;NA;2021
Mujer cis;Argentina;Nacional;Analista;Generalista;0;120377;1130.725154987789;3;Sí, activamente;2021
Hombre cis;Argentina;Nacional;Analista;Generalista;0;62000;582.3783580687583;3;Sí, activamente;2021
Mujer cis;Argentina;Multinacional;Analista;Diseño Organizacional;0;198000;1859.8534660905505;5;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Analista;Reclutamiento;0;30000;281.7959797106895;1;Sí, activamente;2021
Hombre cis;Argentina;Nacional;Responsable;People Analytics;6;170000;1596.8438850272403;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Analista;Generalista;0;60000;563.591959421379;4;No estoy buscando cambiar;2021
Mujer cis;Argentina;Nacional;Analista;Payroll;5;96000;901.7471350742063;4;No estoy buscando cambiar;2021
Hombre cis;Argentina;Multinacional;Responsable;Reclutamiento;0;280000;2630.095810633102;5;No estoy buscando cambiar;2021
Mujer cis;Argentina;Nacional;HRBP;Generalista;0;135000;1268.0819086981026;4;No estoy buscando cambiar;2021
Mujer cis;Argentina;Nacional;Analista;Clima & Cultura;11;170000;1596.8438850272403;4;Sí, activamente;2021
Mujer cis;Argentina;Multinacional;Analista;Reclutamiento;0;83000;779.6355438662409;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;Analista;Reclutamiento;0;134000;1258.688709374413;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Analista;Generalista;1;57200;537.291001315048;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Analista;Reclutamiento;3;116000;1089.6111215479993;NA;NA;2021
Hombre cis;Argentina;Nacional;Analista;Payroll;1;100000;939.3199323689649;3;Sí, activamente;2021
Hombre cis;Argentina;Multinacional;Analista;Reclutamiento;0;118000;1108.3975201953785;5;No estoy buscando cambiar;2021
Mujer cis;Argentina;Nacional;Analista;Generalista;3;92000;864.1743377794477;NA;NA;2021
Hombre cis;Argentina;Nacional;Analista;Administración de Personal;0;75000;704.4899492767237;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Analista;Administración de Personal;4;107325;1008.1251174149916;4;Sí, activamente;2021
Mujer cis;Argentina;Multinacional;Jefe;Generalista;0;163000;1531.0914897614127;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Jefe;Generalista;6;122000;1145.9703174901372;4;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Multinacional;Jefe;Diseño Organizacional;3;300000;2817.9597971068947;3;Sí, activamente;2021
Mujer cis;Argentina;Nacional;Responsable;Generalista;0;150000;1408.9798985534474;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;Analista;Reclutamiento;0;190000;1784.7078715010334;4;No estoy buscando cambiar;2021
Mujer cis;Argentina;Nacional;Analista;Reclutamiento;4;65000;610.5579560398272;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;Analista;Reclutamiento;0;68700;645.3127935374789;NA;NA;2021
Mujer cis;Argentina;Nacional;HRBP;Capacitación y Desarrollo;0;90000;845.3879391320685;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;Responsable;Compensaciones y beneficios;4;300000;2817.9597971068947;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Gerente;Generalista;3;225000;2113.469847830171;4;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Nacional;Responsable;Administración de Personal;10;460000;4320.8716888972385;NA;NA;2021
Mujer cis;Argentina;Multinacional;Jefe;Generalista;1;170000;1596.8438850272403;2;Sí, activamente;2021
Mujer cis;Argentina;Multinacional;Analista;Reclutamiento;4;90000;845.3879391320685;5;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Nacional;Responsable;Reclutamiento;2;71823;674.6477550253617;4;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Nacional;Gerente;Relaciones laborales;2;450000;4226.939695660342;NA;NA;2021
Hombre cis;Argentina;Multinacional;Responsable;Administración de Personal;2;208000;1953.7854593274471;2;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Responsable;Reclutamiento;7;160000;1502.9118917903438;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;Jefe;Generalista;21;90000;845.3879391320685;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;HRBP;Generalista;2;140000;1315.047905316551;NA;NA;2021
Mujer cis;Argentina;Nacional;HRBP;Reclutamiento;0;81000;760.8491452188616;5;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Multinacional;Analista;Compensaciones y beneficios;0;80000;751.4559458951719;2;Sí, activamente;2021
Mujer cis;Argentina;Multinacional;Analista;Generalista;5;175000;1643.8098816456886;4;Sí, activamente;2021
Mujer cis;Argentina;Multinacional;Analista;Generalista;3;115000;1080.2179222243096;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Responsable;Generalista;4;210000;1972.5718579748263;4;No estoy buscando cambiar;2021
Mujer cis;Argentina;Nacional;Analista;Reclutamiento;0;72000;676.3103513056548;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;Analista;Administración de Personal;0;190000;1784.7078715010334;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;Analista;Payroll;2;79000;742.0627465714823;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;HRBP;Generalista;0;207000;1944.3922600037574;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;Responsable;People Analytics;12;182500;1714.258876573361;4;No estoy buscando cambiar;2021
Mujer cis;Argentina;Multinacional;HRBP;Administración de Personal;2;100000;939.3199323689649;3;Sí, activamente;2021
Mujer cis;Argentina;Nacional;Analista;Administración de Personal;0;122400;1149.727597219613;NA;NA;2021
Hombre cis;Argentina;Nacional;Analista;Administración de Personal;0;80500;756.1525455570168;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;Analista;Generalista;0;300000;2817.9597971068947;4;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Nacional;Gerente;Generalista;1;250000;2348.299830922412;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;HRBP;Generalista;0;220000;2066.503851211723;4;No estoy buscando cambiar;2021
Mujer cis;Argentina;Multinacional;Analista;Reclutamiento;0;68000;638.7375540108961;5;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Analista;Generalista;0;87000;817.2083411609995;5;No estoy buscando cambiar;2021
Mujer cis;Argentina;Multinacional;HRBP;Generalista;1;107100;1006.0116475671614;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;Responsable;Reclutamiento;5;275000;2583.1298140146537;3;Sí, activamente;2021
Mujer cis;Argentina;Nacional;Analista;Diseño Organizacional;14;70000;657.5239526582754;1;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Jefe;Generalista;0;100000;939.3199323689649;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Responsable;Generalista;8;114000;1070.82472290062;3;Sí, activamente;2021
Mujer cis;Argentina;Nacional;Analista;Generalista;2;110000;1033.2519256058615;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Analista;Generalista;0;70000;657.5239526582754;3;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Multinacional;Jefe;Generalista;14;215000;2019.5378545932747;3;Sí, activamente;2021
Mujer cis;Argentina;Nacional;Responsable;Generalista;5;124000;1164.7567161375166;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;Analista;Administración de Personal;6;107000;1005.0723276347925;2;Sí, activamente;2021
Mujer cis;Argentina;Nacional;Responsable;Payroll;4;188000;1765.921472853654;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;HRBP;Administración de Personal;0;65000;610.5579560398272;3;Sí, activamente;2021
Hombre cis;Argentina;Multinacional;Administrativo;Compliance;0;180000;1690.775878264137;NA;NA;2021
Mujer cis;Argentina;Multinacional;Analista;Reclutamiento;0;165000;1549.8778884087922;5;No estoy buscando cambiar;2021
Mujer cis;Argentina;Nacional;Analista;Administración de Personal;0;115000;1080.2179222243096;2;Sí, activamente;2021
Hombre cis;Argentina;Multinacional;Analista;Reclutamiento;0;125000;1174.149915461206;NA;NA;2021
Hombre cis;Argentina;Nacional;Analista;Payroll;9;112000;1052.0383242532407;1;Sí, activamente;2021
Hombre cis;Argentina;Nacional;Analista;Capacitación y Desarrollo;1;137977;1296.0454630847266;4;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Nacional;HRBP;Generalista;2;210000;1972.5718579748263;4;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Nacional;Responsable;Generalista;0;90000;845.3879391320685;3;Sí, activamente;2021
Hombre cis;Argentina;Nacional;Jefe;Capacitación y Desarrollo;1;200000;1878.6398647379299;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;Analista;Reclutamiento;0;117000;1099.004320871689;5;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;Analista;Gestión de expatriados;3;100009;939.4044711628782;NA;NA;2021
Mujer cis;Argentina;Multinacional;Administrativo;Administración de Personal;3;98000;920.5335337215856;4;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Multinacional;Gerente;Generalista;3;500000;4696.599661844824;4;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Nacional;Jefe;Administración de Personal;18;180000;1690.775878264137;4;No estoy buscando cambiar;2021
Mujer cis;Argentina;Nacional;Responsable;Capacitación y Desarrollo;4;80000;751.4559458951719;NA;NA;2021
Mujer cis;Argentina;Nacional;Responsable;Diseño Organizacional;3;170000;1596.8438850272403;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Jefe;Administración de Personal;4;170000;1596.8438850272403;5;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Analista;Payroll;5;116000;1089.6111215479993;2;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Analista;Administración de Personal;2;120000;1127.183918842758;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Jefe;Generalista;2;160000;1502.9118917903438;5;No estoy buscando cambiar;2021
Mujer cis;Argentina;Nacional;Jefe;Administración de Personal;3;210000;1972.5718579748263;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Analista;Reclutamiento;4;65000;610.5579560398272;2;Sí, activamente;2021
Mujer cis;Argentina;Nacional;Responsable;Compensaciones y beneficios;0;240000;2254.367837685516;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Responsable;Payroll;11;195000;1831.6738681194815;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;HRBP;Capacitación y Desarrollo;3;173000;1625.0234829983094;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Analista;Administración de Personal;3;100000;939.3199323689649;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Jefe;Generalista;2;204000;1916.2126620326885;2;Sí, activamente;2021
Hombre cis;Argentina;Nacional;HRBP;Generalista;1;109000;1023.8587262821718;NA;NA;2021
Hombre cis;Argentina;Nacional;Analista;Relaciones laborales;5;78000;732.6695472477926;3;Sí, activamente;2021
Mujer cis;Argentina;Nacional;Responsable;Administración de Personal;6;100000;939.3199323689649;3;Sí, activamente;2021
Mujer cis;Argentina;Nacional;Responsable;Administración de Personal;6;218642;2053.7478865301523;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Analista;Capacitación y Desarrollo;1;99455;934.2006387375541;3;Sí, activamente;2021
Mujer cis;Argentina;Nacional;Responsable;Generalista;5;110000;1033.2519256058615;4;No estoy buscando cambiar;2021
Hombre cis;Argentina;Nacional;Analista;Reclutamiento;0;80000;751.4559458951719;5;No estoy buscando cambiar;2021
Mujer cis;Argentina;Nacional;Analista;Administración de Personal;7;107000;1005.0723276347925;1;Sí, activamente;2021
Hombre cis;Argentina;Nacional;HRBP;Reclutamiento;2;100000;939.3199323689649;2;Sí, activamente;2021
Mujer cis;Argentina;Multinacional;Analista;Generalista;0;105000;986.2859289874132;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Jefe;Diseño Organizacional;0;180000;1690.775878264137;5;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Multinacional;Gerente;Generalista;2;290000;2724.0278038699985;3;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Nacional;Responsable;Generalista;5;210000;1972.5718579748263;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;Analista;People Analytics;11;140049;1315.5081720834116;5;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Multinacional;Analista;People Analytics;0;180000;1690.775878264137;5;No estoy buscando cambiar;2021
Mujer cis;Argentina;Nacional;Responsable;Payroll;1;75000;704.4899492767237;2;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;Gerente;Diseño Organizacional;1;150000;1408.9798985534474;4;No estoy buscando cambiar;2021
Mujer cis;Argentina;Nacional;Analista;Payroll;7;135000;1268.0819086981026;3;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Nacional;Jefe;Generalista;0;300000;2817.9597971068947;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Responsable;Payroll;10;190000;1784.7078715010334;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;HRBP;Capacitación y Desarrollo;0;156000;1465.3390944955852;5;No estoy buscando cambiar;2021
Hombre cis;Argentina;Nacional;HRBP;Administración de Personal;4;230000;2160.4358444486193;3;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Multinacional;Gerente;Relaciones laborales;1;420000;3945.1437159496527;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;HRBP;Capacitación y Desarrollo;0;165000;1549.8778884087922;4;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Nacional;Gerente;Administración de Personal;2;300000;2817.9597971068947;3;No estoy buscando cambiar;2021
Mujer cis;Argentina;Multinacional;Jefe;Generalista;3;210000;1972.5718579748263;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;Gerente;Diseño Organizacional;10;280000;2630.095810633102;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Responsable;Generalista;1;150000;1408.9798985534474;4;No estoy buscando cambiar;2021
Mujer cis;Argentina;Nacional;Jefe;Capacitación y Desarrollo;10;140000;1315.047905316551;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;Gerente;Payroll;14;540000;5072.32763479241;4;Sí, activamente;2021
Hombre cis;Argentina;Nacional;Jefe;Generalista;2;157000;1474.732293819275;5;No estoy buscando cambiar;2021
Mujer cis;Argentina;Nacional;Administrativo;Generalista;7;56700;532.5944016532031;3;Sí, activamente;2021
Hombre cis;Argentina;Multinacional;Analista;Generalista;3;122000;1145.9703174901372;NA;NA;2021
Hombre cis;Argentina;Nacional;Gerente;Generalista;11;580000;5448.055607739997;NA;NA;2021
Hombre cis;Argentina;Multinacional;Analista;Payroll;2;180000;1690.775878264137;NA;NA;2021
Mujer cis;Argentina;Nacional;Analista;Diseño Organizacional;4;140000;1315.047905316551;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Analista;Reclutamiento;0;84337;792.1942513620139;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Administrativo;Generalista;10;140000;1315.047905316551;NA;NA;2021
Mujer cis;Argentina;Nacional;Analista;Comunicación Interna;1;130000;1221.1159120796544;4;No estoy buscando cambiar;2021
Mujer cis;Argentina;Nacional;Gerente;Generalista;0;180000;1690.775878264137;4;No estoy buscando cambiar;2021
Hombre cis;Argentina;Nacional;Gerente;Generalista;0;300000;2817.9597971068947;3;Sí, activamente;2021
Mujer cis;Argentina;Nacional;Analista;Capacitación y Desarrollo;18;200000;1878.6398647379299;4;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Nacional;Responsable;Gestión RRHH;3;195000;1134.7105033459413;4;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Multinacional;HRBP;Generalista;1;354000;2059.9359906895547;4;No estoy buscando cambiar;2022
Mujer cis;Argentina;Nacional;Analista;Reclutamiento y selección;2;175000;1018.3299389002037;3;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Multinacional;Analista;HRIS / Administración de sistemas de RH;1;200000;1163.8056444573756;4;No,  pero escucho ofertas;2022
Hombre cis;Argentina;Multinacional;Analista;People analytics;1;360000;2094.850160023276;5;No estoy buscando cambiar;2022
Hombre cis;Argentina;Nacional;Gerente;Relaciones laborales;0;176000;1024.1489671224906;3;No estoy buscando cambiar;2022
Mujer cis;Argentina;Multinacional;HRBP;Reclutamiento y selección;2;190000;1105.6153622345068;NA;NA;2022
Hombre cis;Argentina;Multinacional;Gerente;Generalista;7;736000;4282.804771603142;5;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Gerente;Generalista;6;300000;1745.7084666860635;4;No,  pero escucho ofertas;2022
Hombre cis;Argentina;Nacional;Responsable;Payroll / Liquidación de sueldos;0;180000;1047.425080011638;NA;NA;2022
Mujer cis;Argentina;Multinacional;Responsable;Reclutamiento y selección;0;220000;1280.1862089031133;4;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Analista;Reclutamiento y selección;1;355000;2065.755018911842;3;No,  pero escucho ofertas;2022
