genero;pais;origen_capital;puesto;funcion;anios_empresa;sueldo_bruto;sueldo_dolar;satisfaccion;busqueda;anio
Masculino;Argentina;Nacional;Jefe;People Analytics;11;145000;1728.453927762546;5;No,  pero escucho ofertas;2020
Femenino;Argentina;Multinacional;HRBP;HRBP;7;71000;846.3464060078675;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;HRBP;Capacitación y desarrollo;17;150000;1788.055787340565;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Analista;Capacitación y desarrollo;5;86400;1029.9201335081655;3;No,  pero escucho ofertas;2020
Masculino;Argentina;Multinacional;Analista;Administración de personal;3;76046;906.4966026940041;NA;NA;2020
Femenino;Argentina;Nacional;HRBP;Reclutamiento y selección;10;82000;977.4704970795088;3;No,  pero escucho ofertas;2020
Masculino;Argentina;Nacional;Responsable;Generalista;11;80000;953.6297532483013;4;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Gerente;Generalista;7;147000;1752.2946715937537;4;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Responsable;Reclutamiento y selección;15;150000;1788.055787340565;NA;NA;2020
Femenino;Argentina;Multinacional;Analista;Administración de personal;2;45500;542.3769221599714;2;Sí, activamente;2020
Masculino;Argentina;Nacional;Analista;Administración de personal;5;125000;1490.0464894504707;4;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;HRBP;Generalista;7;72250;861.2468709023722;3;Sí, activamente;2020
Masculino;Argentina;Multinacional;HRBP;Generalista;10;150000;1788.055787340565;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Multinacional;Analista;Reclutamiento y selección;5;69000;822.5056621766599;NA;NA;2020
Femenino;Argentina;Nacional;Responsable;Generalista;8;75000;894.0278936702825;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Analista;Payroll / Liquidación de sueldos;6;89156;1062.7726785075695;4;No,  pero escucho ofertas;2020
Masculino;Argentina;Nacional;Analista;Generalista;8;52000;619.8593396113959;3;Sí, activamente;2020
Femenino;Argentina;Nacional;Analista;Administración de personal;0;60000;715.222314936226;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Responsable;Reclutamiento y selección;3;72000;858.2667779234712;NA;NA;2020
Masculino;Argentina;Nacional;HRBP;Generalista;3;180000;2145.666944808678;4;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Jefe;Generalista;14;118000;1406.6038860412446;1;Sí, activamente;2020
Femenino;Argentina;Nacional;Jefe;General;24;96000;1144.3557038979616;1;Sí, activamente;2020
Masculino;Argentina;Multinacional;Gerente;Generalista;30;2140000;25509.59589939206;4;No,  pero escucho ofertas;2020
Masculino;Argentina;Nacional;Analista;Generalista;8;78600;936.941232566456;3;Sí, activamente;2020
Masculino;Argentina;Nacional;Responsable;Generalista;8;75000;894.0278936702825;4;Sí, activamente;2020
Femenino;Argentina;Nacional;Responsable;Generalista;4;80360;957.9210871379187;5;No estoy buscando cambiar;2020
Femenino;Argentina;Nacional;Analista;People Analytics;3;82170;979.4969603051616;2;Sí, activamente;2020
Masculino;Argentina;Nacional;HRBP;Generalista;1;55000;655.6204553582072;4;No estoy buscando cambiar;2020
Masculino;Argentina;Multinacional;Administrativo;Asistente;2;60000;715.222314936226;5;No,  pero escucho ofertas;2020
Femenino;Argentina;Multinacional;Analista;Reclutamiento y selección;2;56000;667.5408272738109;4;No,  pero escucho ofertas;2020
Femenino;Argentina;Multinacional;Analista;Payroll / Liquidación de sueldos;4;97000;1156.2760758135653;4;No,  pero escucho ofertas;2020
Masculino;Argentina;Nacional;Responsable;Compensaciones y beneficios;15;109000;1299.3205388008105;4;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Analista;Administración de personal;6;43000;512.575992370962;3;Sí, activamente;2020
Masculino;Argentina;Multinacional;Analista;Reclutamiento y selección;5;70000;834.4260340922636;5;No estoy buscando cambiar;2020
Femenino;Argentina;Nacional;Gerente;Generalista;16;180000;2145.666944808678;4;No estoy buscando cambiar;2020
Femenino;Argentina;Multinacional;Gerente;Generalista;9;185000;2205.268804386697;4;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Administrativo;Administración de personal;6;50000;596.0185957801883;NA;NA;2020
Femenino;Argentina;Multinacional;Analista;Administración de personal;15;80000;953.6297532483013;3;Sí, activamente;2020
Masculino;Argentina;Nacional;Gerente;Administración de personal;30;150000;1788.055787340565;4;No,  pero escucho ofertas;2020
Masculino;Argentina;Nacional;Analista;Administración de personal;6;70000;834.4260340922636;4;No,  pero escucho ofertas;2020
Femenino;Argentina;Multinacional;Responsable;Generalista;16;86000;1025.151984741924;4;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Responsable;Generalista;10;123000;1466.2057456192633;4;No,  pero escucho ofertas;2020
Femenino;Argentina;Multinacional;Administrativo;Payroll / Liquidación de sueldos;5;94050;1121.1109786625343;4;No,  pero escucho ofertas;2020
Masculino;Argentina;Nacional;Analista;Administración de personal;12;60600;722.3745380855883;4;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Jefe;Generalista;4;100000;1192.0371915603766;1;Sí, activamente;2020
Femenino;Argentina;Nacional;Responsable;Reclutamiento y selección;5;50600;603.1708189295506;3;No,  pero escucho ofertas;2020
Masculino;Argentina;Nacional;Gerente;Generalista;12;147000;1752.2946715937537;1;Sí, activamente;2020
Masculino;Argentina;Nacional;Responsable;payroll y adminsitracion de personal;28;150000;1788.055787340565;1;Sí, activamente;2020
Masculino;Argentina;Nacional;Responsable;Generalista;15;112000;1335.0816545476218;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Multinacional;Analista;Reclutamiento y selección;4;90100;1074.0255095958994;4;No estoy buscando cambiar;2020
Masculino;Argentina;Nacional;Jefe;Administración de personal;30;75610;901.2993205388008;1;Sí, activamente;2020
Femenino;Argentina;Nacional;Analista;Capacitación y desarrollo;5;40000;476.81487662415066;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Multinacional;Analista;Reclutamiento y selección;6;60200;717.6063893193467;4;No estoy buscando cambiar;2020
Femenino;Argentina;Multinacional;HRBP;Reclutamiento y selección;3.5;66000;786.7445464298486;4;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Jefe;Mejora continua proyectos de innovación;20;115000;1370.8427702944332;4;No,  pero escucho ofertas;2020
Masculino;Argentina;Nacional;HRBP;Generalista;16;220000;2622.481821432829;NA;NA;2020
Masculino;Argentina;Multinacional;Analista;Payroll / Liquidación de sueldos;15;140000;1668.8520681845273;1;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Analista;Reclutamiento y selección;9;64497;768.8282274406962;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Analista;Generalista;1.5;40000;476.81487662415066;2;Sí, activamente;2020
Femenino;Argentina;Nacional;Jefe;Mejora continua proyectos de innovación;20;115000;1370.8427702944332;4;No,  pero escucho ofertas;2020
Masculino;Argentina;Multinacional;HRBP;Diseño organizacional;2;84000;1001.3112409107164;NA;NA;2020
Masculino;Argentina;Multinacional;Gerente;Generalista;18;201300;2399.570866611038;4;No,  pero escucho ofertas;2020
Masculino;Argentina;Nacional;Jefe;Capacitación y desarrollo;10;103000;1227.798307307188;NA;NA;2020
Femenino;Argentina;Multinacional;HRBP;Generalista;11;205000;2443.676242698772;3;Sí, activamente;2020
Femenino;Argentina;Nacional;Analista;Reclutamiento y selección;10;97700;1164.620336154488;3;No,  pero escucho ofertas;2020
Masculino;Argentina;Nacional;Gerente;Generalista;15;125000;1490.0464894504707;NA;NA;2020
Masculino;Argentina;Multinacional;Jefe;Relaciones laborales;19;256000;3051.615210394564;5;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Analista;Generalista;5;60000;715.222314936226;4;No,  pero escucho ofertas;2020
Masculino;Argentina;Nacional;Jefe;Generalista;14;89000;1060.9131004887352;5;No estoy buscando cambiar;2020
Femenino;Argentina;Multinacional;HRBP;Reclutamiento y selección;3;93000;1108.5945881511502;5;No,  pero escucho ofertas;2020
Masculino;Argentina;Multinacional;Gerente;HRBP;13;221000;2634.4021933484323;NA;NA;2020
Masculino;Argentina;Nacional;Jefe;Generalista;15;160000;1907.2595064966026;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Analista;Reclutamiento y selección;10;75000;894.0278936702825;NA;NA;2020
Femenino;Argentina;Nacional;Analista;Reclutamiento y selección;10;85000;1013.2316128263202;1;Sí, activamente;2020
Femenino;Argentina;Nacional;HRBP;Generalista;11;120000;1430.444629872452;3;Sí, activamente;2020
Femenino;Argentina;Nacional;Analista;Capacitación y desarrollo;10;77000;917.8686375014901;4;No,  pero escucho ofertas;2020
Masculino;Argentina;Multinacional;Jefe;Generalista;10;106000;1263.5594230539994;4;No estoy buscando cambiar;2020
Masculino;Argentina;Nacional;HRBP;Generalista;3;180000;2145.666944808678;4;No,  pero escucho ofertas;2020
Masculino;Argentina;Nacional;Analista;Generalista;6;60000;715.222314936226;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Analista;Payroll / Liquidación de sueldos;7;45000;536.4167362021695;2;Sí, activamente;2020
Femenino;Argentina;Multinacional;Analista;Payroll / Liquidación de sueldos;3;57000;679.4611991894147;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Multinacional;Responsable;Payroll / Liquidación de sueldos;4;74000;882.1075217546787;NA;NA;2020
Masculino;Argentina;Nacional;Responsable;Administración de personal;8;120000;1430.444629872452;NA;NA;2020
Femenino;Argentina;Nacional;Analista;Administración de personal;1;30000;357.611157468113;1;Sí, activamente;2020
Femenino;Argentina;Nacional;Jefe;Payroll / Liquidación de sueldos;8;44000;524.4963642865657;1;Sí, activamente;2020
Masculino;Argentina;Nacional;HRBP;Generalista;6;75000;894.0278936702825;NA;NA;2020
Masculino;Argentina;Nacional;Analista;Generalista;5;55000;655.6204553582072;NA;NA;2020
Femenino;Argentina;Nacional;Analista;Administración de personal;6;70000;834.4260340922636;4;No estoy buscando cambiar;2020
Masculino;Argentina;Nacional;Analista;Payroll / Liquidación de sueldos;11;115000;1370.8427702944332;3;No,  pero escucho ofertas;2020
Masculino;Argentina;Nacional;Responsable;Generalista;10;85000;1013.2316128263202;4;No,  pero escucho ofertas;2020
Masculino;Argentina;Multinacional;Analista;Generalista;2;52500;625.8195255691977;2;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Gerente;Diseño organizacional;7;110600;1318.3931338657767;NA;NA;2020
Masculino;Argentina;Nacional;Analista;Comunicación interna;1;56000;667.5408272738109;4;No,  pero escucho ofertas;2020
Masculino;Argentina;Nacional;Analista;Reclutamiento y selección;5;68000;810.5852902610561;4;No estoy buscando cambiar;2020
Femenino;Argentina;Multinacional;Responsable;Compensaciones y beneficios;8;96300;1147.9318154726427;5;No,  pero escucho ofertas;2020
Masculino;Argentina;Nacional;Jefe;Generalista;15;120000;1430.444629872452;4;No estoy buscando cambiar;2020
Femenino;Argentina;Multinacional;Analista;Reclutamiento y selección;3;49000;584.0982238645846;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Multinacional;Analista;Capacitación y desarrollo;10;53346;635.9041602097985;NA;NA;2020
Masculino;Argentina;Nacional;Responsable;Payroll / Liquidación de sueldos;7;75000;894.0278936702825;4;Sí, activamente;2020
Femenino;Argentina;Nacional;Analista;Administración de personal;1;43000;512.575992370962;4;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;HRBP;Reclutamiento y selección;0;30000;357.611157468113;3;No estoy buscando cambiar;2020
Femenino;Argentina;Nacional;Responsable;Reclutamiento y selección;4;40009;476.9221599713911;2;Sí, activamente;2020
Femenino;Argentina;Nacional;Jefe;Reclutamiento y selección;20;113000;1347.0020264632255;4;No estoy buscando cambiar;2020
Femenino;Argentina;Nacional;Responsable;Reclutamiento y selección;6;79000;941.7093813326976;4;No,  pero escucho ofertas;2020
Género Diverso;Argentina;Multinacional;Responsable;Payroll / Liquidación de sueldos;12;90000;1072.833472404339;5;Sí, activamente;2020
Femenino;Argentina;Nacional;Analista;Administración de personal;3;70000;834.4260340922636;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Multinacional;Analista;Payroll / Liquidación de sueldos;4;58000;691.3815711050185;2;Sí, activamente;2020
Femenino;Argentina;Multinacional;Responsable;Capacitación y desarrollo;8;88000;1048.9927285731314;3;No,  pero escucho ofertas;2020
Masculino;Argentina;Nacional;Responsable;Administración de personal;3;80000;953.6297532483013;3;Sí, activamente;2020
Femenino;Argentina;Nacional;Responsable;Capacitación y desarrollo;3;55000;983.4306830373108;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Analista;Reclutamiento y selección;3;54200;646.0841578257241;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Multinacional;HRBP;Generalista;15;131000;1561.5687209440935;3;Sí, activamente;2020
Femenino;Argentina;Multinacional;HRBP;Generalista;15;131000;1561.5687209440935;3;Sí, activamente;2020
Femenino;Argentina;Multinacional;HRBP;Reclutamiento y selección;9;106000;1263.5594230539994;2;Sí, activamente;2020
Masculino;Argentina;Multinacional;Gerente;People Analytics;14;165000;1966.8613660746216;4;No,  pero escucho ofertas;2020
Masculino;Argentina;Nacional;HRBP;People Analytics;4;130000;1549.6483490284897;3;Sí, activamente;2020
Masculino;Argentina;Nacional;Analista;Reclutamiento y selección;2;48000;572.1778519489808;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Multinacional;Jefe;Capacitación y desarrollo;18;220000;2622.481821432829;3;No,  pero escucho ofertas;2020
Masculino;Argentina;Nacional;Analista;Generalista;14;134000;1597.3298366909048;4;No estoy buscando cambiar;2020
Femenino;Argentina;Nacional;Analista;Reclutamiento y selección;1;40000;476.81487662415066;2;Sí, activamente;2020
Masculino;Argentina;Multinacional;Gerente;Payroll / Liquidación de sueldos;10;232000;2765.526284420074;3;No,  pero escucho ofertas;2020
Masculino;Argentina;Multinacional;Responsable;People Analytics;8;105000;1251.6390511383954;NA;NA;2020
Femenino;Argentina;Nacional;Analista;Generalista;9;90000;1072.833472404339;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Multinacional;Analista;Reclutamiento y selección;4;67000;798.6649183454524;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Multinacional;Administrativo;Generalista;4;54000;643.7000834426034;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Responsable;Generalista;6;31000;369.53152938371676;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Multinacional;Analista;Administración de personal;10;72000;858.2667779234712;3;No,  pero escucho ofertas;2020
Masculino;Argentina;Nacional;Responsable;Generalista;4;70500;840.3862200500655;2;Sí, activamente;2020
Masculino;Argentina;Nacional;Responsable;Administración de personal;11;102000;1215.8779353915843;4;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Responsable;Generalista;10;30000;536.4167362021695;3;Sí, activamente;2020
Femenino;Argentina;Nacional;Gerente;Administración de personal;20;78000;929.7890094170938;3;Sí, activamente;2020
Femenino;Argentina;Nacional;Analista;Capacitación y desarrollo;5;100000;1192.0371915603766;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Responsable;Comunicación interna;5;88020;1049.2311360114436;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Multinacional;Analista;Compensaciones y beneficios;3;79000;941.7093813326976;NA;NA;2020
Femenino;Argentina;Nacional;Analista;Generalista;6;78000;929.7890094170938;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Analista;Reclutamiento y selección;5;60375;719.6924544045775;2;No,  pero escucho ofertas;2020
Femenino;Argentina;Multinacional;Analista;Reclutamiento y selección;3;55000;655.6204553582072;4;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Administrativo;No trabajo en el área;0;68000;810.5852902610561;2;No,  pero escucho ofertas;2020
Masculino;Argentina;Multinacional;HRBP;Payroll / Liquidación de sueldos;15;55000;655.6204553582072;2;Sí, activamente;2020
Femenino;Argentina;Nacional;Analista;Capacitación y desarrollo;7;95000;1132.4353319823579;NA;NA;2020
Femenino;Argentina;Nacional;Responsable;Generalista;3;45800;545.9530337346525;4;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;HRBP;Reclutamiento y selección;20;74200;884.4915961377995;3;Sí, activamente;2020
Femenino;Argentina;Nacional;Responsable;Generalista;4;44000;524.4963642865657;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Multinacional;Responsable;Generalista;8;83000;989.3908689951127;5;No,  pero escucho ofertas;2020
Femenino;Argentina;Multinacional;Administrativo;Administración de personal;8;42345;504.7681487662415;3;Sí, activamente;2020
Femenino;Argentina;Nacional;Analista;Generalista;4;55000;655.6204553582072;4;Sí, activamente;2020
Masculino;Argentina;Nacional;Gerente;Generalista;12;240000;2860.889259744904;4;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Responsable;Administración de personal;2;49000;584.0982238645846;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Analista;Comunicación interna;1;37000;441.05376087733936;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Jefe;Generalista;7;60250;718.202407915127;3;Sí, activamente;2020
Femenino;Argentina;Nacional;Jefe;Administración de personal;15;94389;1125.151984741924;4;No,  pero escucho ofertas;2020
Masculino;Argentina;Nacional;Analista;Reclutamiento y selección;2;48000;572.1778519489808;2;Sí, activamente;2020
Femenino;Argentina;Multinacional;Jefe;Reclutamiento y Selección. Comunicación.  RRLL. RSE. Compliance. Adm Personal. Compensaciones.;13;160000;1907.2595064966026;4;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Responsable;Generalista;12;80000;953.6297532483013;4;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Analista;Diseño organizacional;4;58770;700.5602574800333;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Analista;Reclutamiento y selección;3;30250;540.8868756705209;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Analista;Administración de personal;15;55000;655.6204553582072;NA;NA;2020
Masculino;Argentina;Nacional;Gerente;Compensaciones y beneficios;15;325000;3874.120872571224;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Responsable;Todas las anteriores;4;78000;929.7890094170938;2;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Responsable;Administración de personal;2;49000;584.0982238645846;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Analista;Generalista;10;66045;787.2809631660508;4;No,  pero escucho ofertas;2020
Masculino;Argentina;Multinacional;Gerente;Generalista;33;316000;3766.8375253307904;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Multinacional;Responsable;Generalista;15;98500;1174.156633686971;5;No estoy buscando cambiar;2020
Femenino;Argentina;Nacional;Analista;Payroll / Liquidación de sueldos;10;51000;607.9389676957921;2;Sí, activamente;2020
Femenino;Argentina;Nacional;Jefe;Generalista;30;120000;1430.444629872452;NA;NA;2020
Femenino;Argentina;Nacional;Analista;Generalista;4;52000;619.8593396113959;3;Sí, activamente;2020
Femenino;Argentina;Nacional;Responsable;Administración de personal;5;60000;715.222314936226;NA;NA;2020
Masculino;Argentina;Nacional;Administrativo;Generalista;4;72000;858.2667779234712;3;Sí, activamente;2020
Femenino;Argentina;Nacional;Jefe;Generalista;17;70000;834.4260340922636;3;No,  pero escucho ofertas;2020
Masculino;Argentina;Multinacional;Analista;Payroll / Liquidación de sueldos;6;125000;1490.0464894504707;2;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Jefe;Generalista;35;73000;870.187149839075;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Administrativo;Administrativa en área;5;34000;405.29264513052806;2;No,  pero escucho ofertas;2020
Femenino;Argentina;Multinacional;Analista;Capacitación y desarrollo;6;74000;882.1075217546787;5;No estoy buscando cambiar;2020
Femenino;Argentina;Nacional;Analista;Payroll / Liquidación de sueldos;11;52000;619.8593396113959;5;Sí, activamente;2020
Masculino;Argentina;Nacional;Analista;Administración de personal;8;65000;774.8241745142449;3;No,  pero escucho ofertas;2020
Masculino;Argentina;Nacional;Responsable;Compensaciones y beneficios;15;135000;1609.2502086065085;4;No,  pero escucho ofertas;2020
Femenino;Argentina;Multinacional;Gerente;Generalista;10;194000;2312.5521516271306;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Responsable;Administración de personal;2;49000;584.0982238645846;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Analista;Administración de personal;9;92740;1105.4952914530934;5;No,  pero escucho ofertas;2020
Femenino;Argentina;Multinacional;Administrativo;Administración de personal;1;36501;435.1054952914531;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Gerente;Generalista;25;290000;3456.907855525092;4;Sí, activamente;2020
Femenino;Argentina;Multinacional;Analista;Generalista;5;54000;643.7000834426034;NA;NA;2020
Femenino;Argentina;Multinacional;Analista;Administración de personal;3;80000;953.6297532483013;4;No estoy buscando cambiar;2020
Femenino;Argentina;Nacional;Jefe;Generalista;12;111000;1323.1612826320181;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Multinacional;Analista;Generalista;5;90000;1072.833472404339;5;No,  pero escucho ofertas;2020
Masculino;Argentina;Multinacional;Analista;Reclutamiento y selección;3;60000;715.222314936226;NA;NA;2020
Femenino;Argentina;Nacional;Analista;Reclutamiento y selección;2;48998;584.0743831207534;3;No estoy buscando cambiar;2020
Femenino;Argentina;Nacional;Analista;Generalista;3;38500;688.4014781261176;4;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Analista;Payroll / Liquidación de sueldos;2;75000;894.0278936702825;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Multinacional;Analista;Relaciones laborales;8;50000;596.0185957801883;1;No,  pero escucho ofertas;2020
Masculino;Argentina;Multinacional;Responsable;Payroll / Liquidación de sueldos;15;120000;1430.444629872452;5;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Responsable;Generalista;6.5;87136;1038.69352723805;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Jefe;Generalista;5;72000;858.2667779234712;4;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Analista;Administración de personal;6;82215;980.0333770413637;NA;NA;2020
Femenino;Argentina;Multinacional;Responsable;Generalista;13;140000;1668.8520681845273;3;Sí, activamente;2020
Femenino;Argentina;Nacional;Responsable;Reclutamiento y selección;12;68064;811.3481940636548;3;Sí, activamente;2020
Masculino;Argentina;Multinacional;Analista;Todos, los descriptos;0;50000;596.0185957801883;2;Sí, activamente;2020
Femenino;Argentina;Nacional;HRBP;Generalista;4;85500;1019.191798784122;4;No estoy buscando cambiar;2020
Femenino;Argentina;Nacional;Analista;Reclutamiento y selección;9;85000;1013.2316128263202;4;No estoy buscando cambiar;2020
Femenino;Argentina;Nacional;Jefe;Administración de personal;21;160000;1907.2595064966026;4;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Responsable;Relaciones laborales;2;35000;417.2130170461318;5;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Gerente;Generalista;2;170000;2026.4632256526404;4;No,  pero escucho ofertas;2020
Femenino;Argentina;Multinacional;Analista;Administración de personal;12;90000;1072.833472404339;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Multinacional;Administrativo;Administración de personal;4;42000;500.6556204553582;1;Sí, activamente;2020
Femenino;Argentina;Nacional;Responsable;Generalista;7;40000;476.81487662415066;NA;NA;2020
Femenino;Argentina;Nacional;Analista;Generalista;3;42000;500.6556204553582;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Analista;Administración de personal;6;52000;619.8593396113959;1;Sí, activamente;2020
Femenino;Argentina;Multinacional;Analista;Generalista;30;49000;584.0982238645846;NA;NA;2020
Masculino;Argentina;Nacional;Responsable;Payroll / Liquidación de sueldos;17;130000;1549.6483490284897;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Analista;Reclutamiento y selección;12;40000;715.222314936226;3;Sí, activamente;2020
Femenino;Argentina;Nacional;Responsable;Capacitación y desarrollo;9;60000;715.222314936226;3;Sí, activamente;2020
Masculino;Argentina;Nacional;HRBP;Generalista;6;90000;1072.833472404339;5;No estoy buscando cambiar;2020
Masculino;Argentina;Multinacional;Analista;Payroll / Liquidación de sueldos;20;79000;941.7093813326976;3;Sí, activamente;2020
Femenino;Argentina;Multinacional;Analista;Payroll / Liquidación de sueldos;5;51230;610.680653236381;2;Sí, activamente;2020
Masculino;Argentina;Multinacional;Jefe;Relaciones laborales;10;162313;1934.8313267373942;4;No,  pero escucho ofertas;2020
Femenino;Argentina;Multinacional;Analista;Reclutamiento y selección;9;80000;953.6297532483013;4;No estoy buscando cambiar;2020
Femenino;Argentina;Nacional;Analista;Generalista;4;60000;715.222314936226;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Gerente;Administración de personal;5;70000;834.4260340922636;5;No,  pero escucho ofertas;2020
Masculino;Argentina;Multinacional;Analista;Reclutamiento y selección;3;53000;631.7797115269997;4;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Analista;Administración de personal;3;92000;1096.6742162355465;2;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Responsable;Relaciones laborales;3;70000;834.4260340922636;4;Sí, activamente;2020
Masculino;Argentina;Nacional;Analista;Generalista;5;160000;1907.2595064966026;3;No,  pero escucho ofertas;2020
Masculino;Argentina;Multinacional;HRBP;Payroll / Liquidación de sueldos;5;65000;774.8241745142449;3;Sí, activamente;2020
Femenino;Argentina;Nacional;Responsable;Generalista;14;54000;643.7000834426034;3;Sí, activamente;2020
Masculino;Argentina;Nacional;Analista;Reclutamiento y selección;5;75000;894.0278936702825;4;No estoy buscando cambiar;2020
Femenino;Argentina;Nacional;Administrativo;Generalista;2;36000;429.1333889617356;3;Sí, activamente;2020
Femenino;Argentina;Multinacional;HRBP;Comunicación interna;5;82000;977.4704970795088;4;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Analista;Generalista;5;68312.3;814.3080224102993;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Multinacional;Responsable;Capacitación y desarrollo;12;100000;1192.0371915603766;2;No,  pero escucho ofertas;2020
Masculino;Argentina;Multinacional;Administrativo;Payroll / Liquidación de sueldos;0;48200;574.5619263321015;5;No estoy buscando cambiar;2020
Femenino;Argentina;Nacional;Analista;Reclutamiento y selección;3;60900;725.9506496602694;NA;NA;2020
Femenino;Argentina;Nacional;Analista;Capacitación y desarrollo;4;50000;596.0185957801883;NA;NA;2020
Masculino;Argentina;Multinacional;Responsable;Payroll / Liquidación de sueldos;11;112000;1335.0816545476218;NA;NA;2020
Masculino;Argentina;Nacional;Analista;Administración de personal;6;30000;536.4167362021695;1;No,  pero escucho ofertas;2020
Masculino;Argentina;Nacional;Analista;Generalista;11;110000;1311.2409107164144;3;Sí, activamente;2020
Femenino;Argentina;Nacional;Gerente;Generalista;8;110500;1317.2010966742162;1;Sí, activamente;2020
Femenino;Argentina;Multinacional;HRBP;Capacitación y desarrollo;3;85400;1017.9997615925616;3;Sí, activamente;2020
Masculino;Argentina;Nacional;Analista;Generalista;2;30000;357.611157468113;3;Sí, activamente;2020
Femenino;Argentina;Nacional;Responsable;Administración de personal;3;82000;977.4704970795088;NA;NA;2020
Femenino;Argentina;Nacional;Administrativo;Generalista;5;49766;593.2292287519371;1;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Analista;Generalista;5;61000;727.1426868518298;3;No estoy buscando cambiar;2020
Masculino;Argentina;Nacional;Responsable;Payroll / Liquidación de sueldos;15;100000;1192.0371915603766;4;No,  pero escucho ofertas;2020
Femenino;Argentina;Multinacional;Responsable;Generalista;3;79000;941.7093813326976;4;No estoy buscando cambiar;2020
